"Car Name","Car Price","Car Mileage","Fuel Consumption","Phone Number","Payment","Address"
"2017 JEEP WRANGLER UNLIMITED WILLY'S WHEELER, 4WD, NOACCIDENT, SOFT HARDREMOVEA","$31,250","89,000 km"," ","1-888-802-3504","$247 Bi-Weekly","No Information Found!"
"2014 MASERATI GHIBLI S Q4, AWD, NAVI, SUNROOF, BACKUPCAM, REMOTESTART,","$24,888","155,000 km"," ","1-888-802-3504","$361 Bi-Weekly","No Information Found!"
"2015 NISSAN MICRA 1.6 SV 5SP","$9,500","145,000 km"," ","1-888-802-3504","$93 Bi-Weekly","No Information Found!"
"2017 HONDA CIVIC SEDAN LX CVT","$16,300","180,000 km"," ","1-888-802-3504","$174 Bi-Weekly","No Information Found!"
"2021 BMW M5 COMPETITION SEDAN*LOW KM*LIKE NEW*MUST SEE*","$119,999","14,800 km"," ","1-888-802-3504","$871 Bi-Weekly","No Information Found!"
"2016 SUBARU FORESTER 5DR WGN CVT 2.0XT*LIMITED*NAV*PANO*NO ACCIDENTS*","$19,900","140,000 km"," ","1-888-802-3504","$178 Bi-Weekly","No Information Found!"
"2017 AUDI A4 TECHNIK - SLINE,NAVI,360CAM,BLINDSPOT,LANEKEEP","$28,985","114,000 km"," ","1-888-802-3504","$246 Bi-Weekly","No Information Found!"
"2015 MERCEDES-BENZ GLK-CLASS BASE","$22,999","102,146 km"," ","1-888-802-3504","$255 Bi-Weekly","No Information Found!"
"2017 FORD EDGE SEL","$21,999","72,235 km"," ","1-888-802-3504","$170 Bi-Weekly","No Information Found!"
"2018 SUBARU WRX","$25,999","113,015 km"," ","1-888-802-3504","$203 Bi-Weekly","No Information Found!"
"2015 SMART FORTWO PURE CP̩","$9,300","126,000 km"," ","1-888-802-3504","$90 Bi-Weekly","No Information Found!"
"2021 TOYOTA CAMRY SE","$29,888","92,808 km"," ","1-888-802-3504","$207 Bi-Weekly","No Information Found!"
"2021 TOYOTA COROLLA LE","$26,888","87,290 km"," ","1-888-802-3504","$185 Bi-Weekly","No Information Found!"
"2020 CHEVROLET SILVERADO 1500 4WD CREW CAB 147"" WORK TRUCK","$34,995","121,171 km"," ","1-888-802-3504","$301 Bi-Weekly","No Information Found!"
"2015 AUDI A5 2.0T TECHNIK","$28,999","107,318 km"," ","1-888-802-3504","$327 Bi-Weekly","No Information Found!"
"2014 DODGE DART GT","$11,800","163,000 km"," ","1-888-802-3504","$157 Bi-Weekly","No Information Found!"
"2014 KIA FORTE 5-DOOR 5DR HB AUTO EX W SUNROOF","$10,995","170,534 km"," ","1-888-802-3504","$211 Bi-Weekly","No Information Found!"
"2020 MERCEDES-BENZ GLE GLE450 4MATIC - AMG,DISTRONIC,HUD,MASSAGE,LANEKEEP","$54,895","131,000 km"," ","1-888-802-3504","$481 Bi-Weekly","No Information Found!"
"2016 AUDI A4 2.0T PROGRESSIV PLUS QTRO 8SP TIP","$16,800","187,000 km"," ","1-888-802-3504","$278 Bi-Weekly","No Information Found!"
"2019 MERCEDES-BENZ GLC-CLASS GLC300 4MATIC","$36,888","83,079 km"," ","1-888-802-3504","$275 Bi-Weekly","No Information Found!"
"2017 AUDI A7 TECHNIK - SLINE,HEADSUP,NAVI,BLINDSPOT,360CAMERA","$34,895","129,000 km"," ","1-888-802-3504","$300 Bi-Weekly","No Information Found!"
"2022 RAM 1500 * NIGHT EDITION * 5.7L HEMI * LIMITED 4X4 LIMITED * 1 OWNER * NIGHT EDITION * 5.7L HEMI * LI","$61,890","73,311 km"," ","1-888-802-3504","$443 Bi-Weekly","No Information Found!"
"2018 HONDA CIVIC SEDAN TOURING, SOLD...SOLD...SOLD...NAVI, SUNROOF, BACKU","$25,950","70,000 km"," ","1-888-802-3504","$190 Bi-Weekly","No Information Found!"
"2018 DODGE GRAND CARAVAN CVP SXT","$16,800","166,000 km"," ","1-888-802-3504","$162 Bi-Weekly","No Information Found!"
"2018 MERCEDES-BENZ C-CLASS AMG C 43, AWD, SOLD...SOLD...SOLD...NAVI, PANO, 36","$41,450","92,000 km"," ","1-888-802-3504","$333 Bi-Weekly","No Information Found!"
"2018 LEXUS RX 350 - HEADSUP,PANO,BLINDSPOT,LANEKEEP,NAVI,CAMERA","$44,895","74,000 km"," ","1-888-802-3504","$338 Bi-Weekly","No Information Found!"
"2014 SCION FR-S - 2XRIMS TIRES,ALLOY WHEELS,BLUETOOTH","$14,895","124,000 km"," ","1-888-802-3504","$205 Bi-Weekly","No Information Found!"
"2019 VOLKSWAGEN JETTA COMFORTLINE 1.4T 6SP","$18,000","141,000 km"," ","1-888-802-3504","$147 Bi-Weekly","No Information Found!"
"2019 VOLKSWAGEN TIGUAN HIGHLINE","$29,999","81,036 km"," ","1-888-802-3504","$221 Bi-Weekly","No Information Found!"
"2015 LEXUS LS 460 BASE","$38,900","75,009 km"," ","1-888-802-3504","$446 Bi-Weekly","No Information Found!"
"2017 NISSAN ROGUE SL PLATINUM AWD","$17,500","186,000 km"," ","1-888-802-3504","$213 Bi-Weekly","No Information Found!"
"2023 TOYOTA RAV4 HYBRID XLE","$49,890","50 km"," ","1-888-802-3504","$354 Bi-Weekly","No Information Found!"
"2014 MERCEDES-BENZ B-CLASS SPORTS TOURER","$14,499","125,725 km"," ","1-888-802-3504","$199 Bi-Weekly","No Information Found!"
"2016 BMW X6 XDRIVE35I - M PKG,SUNROOF,NAVI,CAMERA,BLINDSPOT","$38,895","114,000 km"," ","1-888-802-3504","$365 Bi-Weekly","No Information Found!"
"2017 FORD EDGE SEL - AWD","$19,500","162,000 km"," ","1-888-802-3504","$191 Bi-Weekly","No Information Found!"
"2017 SUBARU IMPREZA WRX","$30,888","53,490 km"," ","1-888-802-3504","$244 Bi-Weekly","No Information Found!"
"2016 CHRYSLER 300 S","$20,888","146,500 km"," ","1-888-802-3504","$206 Bi-Weekly","No Information Found!"
"2017 MERCEDES-BENZ S-CLASS 4DR SDN S 550 4MATIC*AMG SPORT PKG*NO ACCIDENTS*","$45,900","110,000 km"," ","1-888-802-3504","$399 Bi-Weekly","No Information Found!"
"2016 AUDI A7 3.0L TDI TECHNIK, SOLD...SOLD...SOLD...HUD, NAVI,","$29,950","141,000 km"," ","1-888-802-3504","$304 Bi-Weekly","No Information Found!"
"2016 MERCEDES-BENZ GLE-CLASS BASE","$39,998","136,404 km"," ","1-888-802-3504","$376 Bi-Weekly","No Information Found!"
"2016 MERCEDES-BENZ CLA-CLASS CLA45 AMG - PANOROOF,NAVI,CAMERA,BLINDSPOT","$33,895","101,000 km"," ","1-888-802-3504","$316 Bi-Weekly","No Information Found!"
"2018 SUBARU WRX MANUAL","$29,888","109,500 km"," ","1-888-802-3504","$236 Bi-Weekly","No Information Found!"
"2016 PORSCHE MACAN S, NAVI, PANO, BACKUPCAM, SENSORS, POWERLIFTGATE,","$32,450","122,000 km"," ","1-888-802-3504","$302 Bi-Weekly","No Information Found!"
"2021 HYUNDAI ELANTRA PREFERRED, SOLD...SOLD...SOLD... BACKUPCAM, CARPLA","$24,950","93,000 km"," ","1-888-802-3504","$171 Bi-Weekly","No Information Found!"
"2020 HYUNDAI ELANTRA PREFERRED, SOLD...SOLD...SOLD... SUNROOF, BACKUPCA","$19,450","142,000 km"," ","1-888-802-3504","$160 Bi-Weekly","No Information Found!"
"2017 AUDI Q7 3.0T PROGRESSIV, NAVI, PANO, 360CAM, 7PASS, SENSOR","$36,950","113,000 km"," ","1-888-802-3504","$318 Bi-Weekly","No Information Found!"
"2018 AUDI A4 PROGRESSIV, AWD, NAVI, SUNROOF, BACKUPCAM, SENSORS","$27,450","117,000 km"," ","1-888-802-3504","$215 Bi-Weekly","No Information Found!"
"2018 MERCEDES-BENZ C-CLASS C 300, AMGPKG, AWD, NAVI, MOONROOF, 360CAM, SENSOR","$29,750","117,000 km"," ","1-888-802-3504","$235 Bi-Weekly","No Information Found!"
"2016 MERCEDES-BENZ C-CLASS C 300, SOLD...SOLD...SOLD...AMGPKG, AWD, NAVI, PAN","$26,450","114,000 km"," ","1-888-802-3504","$182 Bi-Weekly","No Information Found!"
"2016 AUDI TT 2.0T, 2.0T, SLINE, AWD, NAVI, BACKUPCAM, SENSORS,","$29,950","120,000 km"," ","1-888-802-3504","$277 Bi-Weekly","No Information Found!"
"2017 MERCEDES-BENZ GLC GLC 300, AMGPKG, AWD, SOLD...SOLD...SOLD... NAVI,","$31,582","144,000 km"," ","1-888-802-3504","$322 Bi-Weekly","No Information Found!"
"2017 LEXUS IS 350 F-SPORT AWD- ADAPTIVE CRUISE,BLIND SPOT,LANE DEPA","$34,895","107,000 km"," ","1-888-802-3504","$300 Bi-Weekly","No Information Found!"
"2016 BMW 3 SERIES 328I XDRIVE, MSPORTPKG, AWD, NAVI, SUNROOF, ONSTAR","$21,950","131,000 km"," ","1-888-802-3504","$198 Bi-Weekly","No Information Found!"
"2018 MERCEDES-BENZ GLA GLA 250, AWD, NAVI, PANO, BACKUPCAM, B.SPOT, WOODT","$29,450","77,000 km"," ","1-888-802-3504","$217 Bi-Weekly","No Information Found!"
"2019 INFINITI Q50 3.0T LUXE, AWD, SOLD...SOLD...SOLD... NAVI, SUNROO","$27,250","127,000 km"," ","1-888-802-3504","$230 Bi-Weekly","No Information Found!"
"2016 CHEVROLET SONIC LT AUTO","$11,999","135,137 km"," ","1-888-802-3504","$101 Bi-Weekly","No Information Found!"
"2020 MERCEDES-BENZ CLS 450 BASE","$59,998","103,736 km"," ","1-888-802-3504","$456 Bi-Weekly","No Information Found!"
"2019 AUDI S5 SPORTBACK TECHNIK - BANG OLUFSEN,NAVI,360CAMERA","$42,895","108,000 km"," ","1-888-802-3504","$322 Bi-Weekly","No Information Found!"
"2015 BMW MUSTANG 428I XDRIVE - SUNROOF,NAVI,CAMERA,HEATED SEATS","$24,895","99,000 km"," ","1-888-802-3504","$277 Bi-Weekly","No Information Found!"
"2014 LEXUS IS 250 AWD F-SPORT - NAVIGATION,CAMERA,HEATED SEATS","$25,895","135,000 km"," ","1-888-802-3504","$377 Bi-Weekly","No Information Found!"
"2019 VOLKSWAGEN JETTA HIGHLINE 1.4T 8SP AT W TIP","$20,500","169,000 km"," ","1-888-802-3504","$225 Bi-Weekly","No Information Found!"
"2015 MERCEDES-BENZ C300 4MATIC SEDAN","$20,500","167,000 km"," ","1-888-802-3504","$292 Bi-Weekly","No Information Found!"
"2018 AUDI Q5 PROGRESSIV - SUNROOF,NAVI,CAMERA,PRE-SENSE","$31,495","134,000 km"," ","1-888-802-3504","$321 Bi-Weekly","No Information Found!"
"2021 BUICK ENCLAVE ESSENCE LEATHER * PANO ROOF * 7 PASSENGER","$39,090","84,012 km"," ","1-888-802-3504","$275 Bi-Weekly","No Information Found!"
"2018 MERCEDES-BENZ GLE AMG GLE 43, AWD, SOLD...SOLD...SOLD...NAVI, PANO,","$42,950","119,000 km"," ","1-888-802-3504","$346 Bi-Weekly","No Information Found!"
"2017 PORSCHE MACAN AWD, PANO, BACKUPCAM, SENSORS, BOSESOUND, NOACCIDE","$34,450","117,000 km"," ","1-888-802-3504","$296 Bi-Weekly","No Information Found!"
"2015 CHEVROLET CAMARO LT, RSPKG, CONVERTIBLE, BACKUPCAM, SENSORS, REMOTE","$24,950","122,000 km"," ","1-888-802-3504","$278 Bi-Weekly","No Information Found!"
"2015 BMW 4 SERIES 428I XDRIVE, AWD, NAVI, SUNROOF, BACKUPCAM, SENSOR","$24,450","88,000 km"," ","1-888-802-3504","$272 Bi-Weekly","No Information Found!"
"2016 MERCEDES-BENZ GLE GLE 350D, AMGPKG, AWD, NAVI, PANO, 360CAM, SENSORS","$32,450","119,000 km"," ","1-888-802-3504","$302 Bi-Weekly","No Information Found!"
"2017 JAGUAR F-PACE 20D PRESTIGE, SOLD...SOLD...SOLD...AWD, NAVI, PANO","$26,450","129,000 km"," ","1-888-802-3504","$223 Bi-Weekly","No Information Found!"
"2018 MERCEDES-BENZ GLE GLE 400, SOLD...SOLD...SOLD...NAVI, PANO, 360CAM,","$39,950","83,000 km"," ","1-888-802-3504","$299 Bi-Weekly","No Information Found!"
"2015 MERCEDES-BENZ GLA-CLASS GLA 250, AMGPKG, AWD, NAVI, BACKUPCAM, SENSORS, SA","$22,250","89,000 km"," ","1-888-802-3504","$246 Bi-Weekly","No Information Found!"
"2019 MERCEDES-BENZ A-CLASS A 220, SOLD...SOLD...SOLD...AMGPKG, AWD, NAVI, PAN","$34,850","74,000 km"," ","1-888-802-3504","$259 Bi-Weekly","No Information Found!"
"2018 MERCEDES-BENZ GLE GLE 550, AMGPKG, AWD, NAVI, PANO, 360CAM, SENSORS,","$43,950","105,000 km"," ","1-888-802-3504","$354 Bi-Weekly","No Information Found!"
"2019 MAZDA CX-3 GX FWD 6SP","$16,300","147,000 km"," ","1-888-802-3504","$131 Bi-Weekly","No Information Found!"
"2021 BMW X3 XDRIVE30I * NO ACCIDENTS * SUNROOF * XDRIVE * SPOR","$38,970","79,856 km"," ","1-888-802-3504","$274 Bi-Weekly","No Information Found!"
"2021 HYUNDAI SANTA FE SEL * ULTIMATE * LEATHER * PANORAMIC SUNROOF *","$33,780","81,297 km"," ","1-888-802-3504","$236 Bi-Weekly","No Information Found!"
"2017 BMW 3 SERIES 330I XDRIVE - MST INTAKE,NAVI,SUNROOF,HEATED SEATS","$27,785","86,000 km"," ","1-888-802-3504","$218 Bi-Weekly","No Information Found!"
"2014 MERCEDES-BENZ E-CLASS E350 4MATIC - BLINDSPOT,LANEKEEP,SUNROOF,360CAM","$23,895","87,000 km"," ","1-888-802-3504","$345 Bi-Weekly","No Information Found!"
"2020 SUBARU OUTBACK CONVENIENCE","$25,999","113,026 km"," ","1-888-802-3504","$219 Bi-Weekly","No Information Found!"
"2018 TOYOTA HIGHLANDER HYBRID","$40,999","82,373 km"," ","1-888-802-3504","$307 Bi-Weekly","No Information Found!"
"2014 CADILLAC ATS 2.0L TURBO AWD LUXURY","$13,800","167,000 km"," ","1-888-802-3504","$275 Bi-Weekly","No Information Found!"
"2011 NISSAN ALTIMA 3.5 SR","$9,888","152,308 km"," ","1-888-802-3504","$186 Bi-Weekly","No Information Found!"
"2018 AUDI A4 SEDAN 2.0 TFSI QUATTRO KOMFORT S TRONIC","$25,995","84,687 km"," ","1-888-802-3504","$190 Bi-Weekly","No Information Found!"
"2021 VOLKSWAGEN TIGUAN UNITED 2.0T 8SP AT W TIP 4M COMFORTLINEBALANCE OF","$30,890","78,678 km"," ","1-888-802-3504","$214 Bi-Weekly","No Information Found!"
"2020 HYUNDAI TUCSON AWD 2.0L PREFERRED SUN AND LEATHER","$25,680","80,538 km"," ","1-888-802-3504","$187 Bi-Weekly","No Information Found!"
"2021 CHRYSLER 300 300S * AWD * PANORAMIC SUNROOF *","$38,450","81,223 km"," ","1-888-802-3504","$270 Bi-Weekly","No Information Found!"
"2017 NISSAN SENTRA SR TURBO M T - LEATHER,SUNROOF,NAVI,CAMERA","$15,895","169,000 km"," ","1-888-802-3504","$152 Bi-Weekly","No Information Found!"
"2017 FORD F-150 LARIAT SUPERCREW 4WD - BLINDSPOT,NAVI,CAMERA","$43,895","90,000 km"," ","1-888-802-3504","$353 Bi-Weekly","No Information Found!"
"2017 CHEVROLET EQUINOX AWD PREMIER","$13,800","194,000 km"," ","1-888-802-3504","$163 Bi-Weekly","No Information Found!"
"2014 BMW 3-SERIES GRANTURISMO 328I XDRIVE","$17,888","198,000 km"," ","1-888-802-3504","$368 Bi-Weekly","No Information Found!"
"2017 NISSAN MURANO PLATINUM","$22,888","156,788 km"," ","1-888-802-3504","$228 Bi-Weekly","No Information Found!"
"2021 TOYOTA COROLLA LE","$26,888","85,893 km"," ","1-888-802-3504","$185 Bi-Weekly","No Information Found!"
"2021 FORD ESCAPE TITANIUM","$34,888","67,054 km"," ","1-888-802-3504","$244 Bi-Weekly","No Information Found!"
"2023 HYUNDAI ELANTRA PREFERRED IVT","$25,495","81,352 km"," ","1-888-802-3504","$175 Bi-Weekly","No Information Found!"
"2017 BMW X5 XDRIVE35I, AWD, SOLD...SOLD...SOLD... NAVI, PANO,","$36,950","85,000 km"," ","1-888-802-3504","$295 Bi-Weekly","No Information Found!"
"2017 JAGUAR XE PRESTIGE, AWD, NAVI, MOONROOF, BACKUPCAM, B.SPOT,","$23,450","131,000 km"," ","1-888-802-3504","$234 Bi-Weekly","No Information Found!"
"2016 BMW 4 SERIES 435I XDRIVE, CONVERTIBLE, MSPORT, AWD, NAVI, BACKU","$35,950","90,000 km"," ","1-888-802-3504","$336 Bi-Weekly","No Information Found!"
"2016 BMW X5 XDRIVE35D - HEAD-UP-DISPLAY,DRIVE ASSIST,360 CAMER","$30,895","138,000 km"," ","1-888-802-3504","$286 Bi-Weekly","No Information Found!"
"2017 CHEVROLET TRAX AWD LT","$13,300","184,000 km"," ","1-888-802-3504","$156 Bi-Weekly","No Information Found!"
"2015 VOLKSWAGEN JETTA COMFORTLINE 1.8T 5SP","$12,800","139,000 km"," ","1-888-802-3504","$132 Bi-Weekly","No Information Found!"
"2019 HONDA ACCORD SPORT","$30,388","90,500 km"," ","1-888-802-3504","$224 Bi-Weekly","No Information Found!"
"2017 MERCEDES-BENZ GLA GLA 250, AMGPKG, NAVI, PANO, BACKUPCAM, B.SPOT","$25,750","116,000 km"," ","1-888-802-3504","$217 Bi-Weekly","No Information Found!"
"2017 AUDI A4 TECHNIK, S-LINE, NAVI, SUNROOF, 360PCAM, PARKINGSE","$26,750","123,000 km"," ","1-888-802-3504","$226 Bi-Weekly","No Information Found!"
"2018 BMW X5 XDRIVE35I - M SPORT,PREMIUM PACKAGE,DRIVE ASSIST","$40,895","104,800 km"," ","1-888-802-3504","$328 Bi-Weekly","No Information Found!"
"2012 VOLKSWAGEN GOLF 5-DR TRENDLINE 2.5 5SP","$10,500","140,000 km"," ","1-888-802-3504","$136 Bi-Weekly","No Information Found!"
"2018 HYUNDAI ELANTRA SEDAN GL","$15,500","186,000 km"," ","1-888-802-3504","$186 Bi-Weekly","No Information Found!"
"2020 TOYOTA CAMRY LE","$28,888","82,920 km"," ","1-888-802-3504","$213 Bi-Weekly","No Information Found!"
"2018 BMW X1 XDRIVE28I, MSPORTPKG, AWD, NAVI, PANO, BACKUPCAM,","$30,450","74,000 km"," ","1-888-802-3504","$225 Bi-Weekly","No Information Found!"
"2018 JAGUAR F-PACE S, AWD, NAVI, PANO, BACKUPCAM, SENSORS, B.SPOT, KE","$38,950","82,000 km"," ","1-888-802-3504","$291 Bi-Weekly","No Information Found!"
"2019 VOLKSWAGEN JETTA EXECLINE, NAVI, MOONROOF, BACKUPCAM, B.SPOT, COOLE","$24,850","106,000 km"," ","1-888-802-3504","$181 Bi-Weekly","No Information Found!"
"2021 SUBARU CROSSTREK CONVENIENCE MANUAL","$29,888","57,911 km"," ","1-888-802-3504","$207 Bi-Weekly","No Information Found!"
"2016 BMW 4 SERIES 2DR CPE 435I XDRIVE AWD - M PACKAGE,NO ACCIDENT","$30,895","122,522 km"," ","1-888-802-3504","$286 Bi-Weekly","No Information Found!"
"2014 LEXUS IS 250 F-SPORT AWD -RED LEATHER,PADDLE SHIFTER,PUSH START","$24,895","147,695 km"," ","1-888-802-3504","$209 Bi-Weekly","No Information Found!"
"2018 AUDI S3 PROGRESSIV - NO ACCIDENT,PADDLE SHIFTER,DYNAMIC","$34,895","100,686 km"," ","1-888-802-3504","$278 Bi-Weekly","No Information Found!"
"2017 HONDA CR-V EX-L","$23,500","156,835 km"," ","1-888-802-3504","$235 Bi-Weekly","No Information Found!"
"2020 FORD ESCAPE SEL","$28,500","31,947 km"," ","1-888-802-3504","$197 Bi-Weekly","No Information Found!"
"2017 HONDA CR-V EX","$22,999","140,015 km"," ","1-888-802-3504","$192 Bi-Weekly","No Information Found!"
"2018 MAZDA 3 GT","$18,499","145,576 km"," ","1-888-802-3504","$181 Bi-Weekly","No Information Found!"
"2021 NISSAN ROGUE AWD PLATINUM PACKAGE","$40,888","46,547 km"," ","1-888-802-3504","$422 Bi-Weekly","No Information Found!"
"2018 TOYOTA RAV4 LIMITED, AWD, NAVI, SUNROOF, BACKUPCAM, JBLSOUND,","$32,450","73,000 km"," ","1-888-802-3504","$240 Bi-Weekly","No Information Found!"
"2013 BMW 3 SERIES 335IS","$62,888","33,190 km"," ","1-888-802-3504","$954 Bi-Weekly","No Information Found!"
"2021 NISSAN ROGUE AWD SV PACKAGE","$34,888","34,451 km"," ","1-888-802-3504","$244 Bi-Weekly","No Information Found!"
"2014 MERCEDES-BENZ CLA-CLASS CLA 45 AMG, AWD, NAVI, PANO, B.SPOT, SATELLITERADI","$23,850","129,000 km"," ","1-888-802-3504","$345 Bi-Weekly","No Information Found!"
"2016 TOYOTA COROLLA CE, BLUETOOTH, NOACCIDENTS","$18,450","114,000 km"," ","1-888-802-3504","$164 Bi-Weekly","No Information Found!"
"2016 MERCEDES-BENZ GLA GLA 250, AWD, SOLD...SOLD...SOLD... NAVI, PANO, SE","$23,950","113,000 km"," ","1-888-802-3504","$218 Bi-Weekly","No Information Found!"
"2017 MERCEDES-BENZ C-CLASS C 300, AMGPKG, AWD, NAVI, PANO, BACKUPCAM, B.SPOT,","$28,450","121,000 km"," ","1-888-802-3504","$241 Bi-Weekly","No Information Found!"
"2018 AUDI Q5 PROGRESSIV, AWD, NAVI, PANO, BACKUPCAM, SENSORS, B","$28,450","123,000 km"," ","1-888-802-3504","$224 Bi-Weekly","No Information Found!"
"2016 MERCEDES-BENZ GLC GLC 300, AWD, SOLD...SOLD...SOLD... NAVI, PANO, 36","$27,800","119,000 km"," ","1-888-802-3504","$256 Bi-Weekly","No Information Found!"
"2020 MERCEDES-BENZ C-CLASS C 300, SOLD...SOLD...SOLD... AMGPKG, AWD, NAVI, PA","$38,450","83,000 km"," ","1-888-802-3504","$288 Bi-Weekly","No Information Found!"
"2014 MERCEDES-BENZ B-CLASS B 250 SPORTS TOURER, SOLD...SOLD...SOLD... NAVI, P","$16,450","81,000 km"," ","1-888-802-3504","$229 Bi-Weekly","No Information Found!"
"2021 TOYOTA COROLLA LE, BACKUPCAM, B.SPOT, HEATEDSEATS, BLUETOOTH, LAN","$24,950","118,000 km"," ","1-888-802-3504","$195 Bi-Weekly","No Information Found!"
"2015 MAZDA MAZDA3 SPORT GS-SKY 6SP","$12,800","164,000 km"," ","1-888-802-3504","$149 Bi-Weekly","No Information Found!"
"2017 AUDI A4 PREMIUM PLUS - NAV,CAM,SUN,19"" WHEELS,S-LINE,PUSH","$28,895","120,000 km"," ","1-888-802-3504","$245 Bi-Weekly","No Information Found!"
"2016 HYUNDAI SONATA HYBRID 4DR SDN ULTIMATE","$20,995","116,600 km"," ","1-888-802-3504","$189 Bi-Weekly","No Information Found!"
"2016 PORSCHE CAYENNE AWD 4DR GTS","$46,900","117,000 km"," ","1-888-802-3504","$444 Bi-Weekly","No Information Found!"
"2019 MINI 3 DOOR COOPER S FWD*NAVIGATION*LOW KM*NO ACCIDENTS*","$30,900","12,000 km"," ","1-888-802-3504","$228 Bi-Weekly","No Information Found!"
"2019 LEXUS IS IS 300 AWD - ONE OWNER,ONTARIO VEHICLE,NAV,CAM,SUN","$34,795","61,000 km"," ","1-888-802-3504","$259 Bi-Weekly","No Information Found!"
"2022 LEXUS RX350 PREMIUM - CLEAN CARFAX NO ACCIDENTS","$53,888","24,512 km"," ","1-888-802-3504","$384 Bi-Weekly","No Information Found!"
"2020 MERCEDES-BENZ CLA250 CLA 250 4MATIC COUPE","$44,995","28,900 km"," ","1-888-802-3504","$363 Bi-Weekly","No Information Found!"
"2022 NISSAN ROGUE AWD S PACKAGE","$33,888","59,566 km"," ","1-888-802-3504","$237 Bi-Weekly","No Information Found!"
"2014 MINI HATCH COOPER S","$14,498","153,027 km"," ","1-888-802-3504","$199 Bi-Weekly","No Information Found!"
"2021 CHEVROLET SPARK 1LT","$22,288","33,500 km"," ","1-888-802-3504","$151 Bi-Weekly","No Information Found!"
"2020 MERCEDES-BENZ GLA GLA 250, AMGPKG, AWD, NAVI, PANO, BACKUPCAM, SENSO","$33,950","92,000 km"," ","1-888-802-3504","$252 Bi-Weekly","No Information Found!"
"2020 MERCEDES-BENZ GLB GLB 250, AWD, MOONROOF, BACKUPCAM, B.SPOT, ONSTAR,","$37,450","107,000 km"," ","1-888-802-3504","$280 Bi-Weekly","No Information Found!"
"2014 FIAT 500 SPORT, MOONROOF, HEATEDSEATS, REDLEATHERINTERIOR,","$11,450","110,000 km"," ","1-888-802-3504","$151 Bi-Weekly","No Information Found!"
"2017 HYUNDAI SANTA FE XL 7PASS, BACKUPCAM, WOODTRIM, HEATEDSEATS, BLUETOOTH","$23,950","92,000 km"," ","1-888-802-3504","$201 Bi-Weekly","No Information Found!"
"2014 NISSAN MURANO S, PANO, BACKUPCAM, LEATHER, HEATEDSTEERINGWHEEL,","$12,450","180,000 km"," ","1-888-802-3504","$244 Bi-Weekly","No Information Found!"
"2016 BMW X5 XDRIVE40E, HUD, NAVI, PANO, SENSOR, B.SPOT, WOODTR","$32,950","99,000 km"," ","1-888-802-3504","$307 Bi-Weekly","No Information Found!"
"2015 MASERATI GHIBLI 4DR SDN S Q4","$36,888","74,169 km"," ","1-888-802-3504","$421 Bi-Weekly","No Information Found!"
"2017 FORD FUSION SE FWD","$12,300","195,000 km"," ","1-888-802-3504","$143 Bi-Weekly","No Information Found!"
"2016 HYUNDAI ELANTRA GT 5DR HB AUTO LIMITED","$16,995","109,305 km"," ","1-888-802-3504","$150 Bi-Weekly","No Information Found!"
"2018 BMW X1 XDRIVE28I - ONE OWNER,NO ACCIDENT,CAMERA,PANO ROOF","$28,895","71,000 km"," ","1-888-802-3504","$424 Bi-Weekly","No Information Found!"
"2020 MERCEDES-BENZ GLE GLE350 - NO ACCIDENT,NAV,CAM,PANO,DRIVE ASSIST","$62,295","65,000 km"," ","1-888-802-3504","$446 Bi-Weekly","No Information Found!"
"2013 CHRYSLER 200 4DR SDN TOURING","$9,995","136,570 km"," ","1-888-802-3504","$128 Bi-Weekly","No Information Found!"
"2017 LEXUS RX 350 LUXURY EXECUTIVE PACKAGE","$41,888","66,330 km"," ","1-888-802-3504","$337 Bi-Weekly","No Information Found!"
"2016 AUDI A7 3.0T TECHNIK - NO ACCIDENT,NAV,CAM,SUN,2 KEYS,BSA","$32,895","91,000 km"," ","1-888-802-3504","$306 Bi-Weekly","No Information Found!"
"2019 MERCEDES-BENZ C-CLASS C 300, AMGPKG, AWD, NAVI, PANO, B.SPOT, KEYLESSGO,","$36,250","94,000 km"," ","1-888-802-3504","$270 Bi-Weekly","No Information Found!"
"2015 CHEVROLET TRAVERSE AWD LS","$18,663","99,147 km"," ","1-888-802-3504","$203 Bi-Weekly","No Information Found!"
"2017 MERCEDES-BENZ C-CLASS C 300, COUPE, AMGPKG, AWD, MOONROOF, BACKUPCAM, SE","$31,450","102,000 km"," ","1-888-802-3504","$268 Bi-Weekly","No Information Found!"
"2017 MERCEDES-BENZ GLE GLE 400, AMGPKG, AWD, SOLD...SOLD...SOLD...NAVI, P","$36,750","112,000 km"," ","1-888-802-3504","$316 Bi-Weekly","No Information Found!"
"2015 HONDA CR-V AWD 5DR SE","$19,995","152,900 km"," ","1-888-802-3504","$247 Bi-Weekly","No Information Found!"
"2017 AUDI A4 TECHNIK - NAVI,360 CAM,SUNROOF,APPLE CARPLAY,PUSH","$32,895","60,000 km"," ","1-888-802-3504","$261 Bi-Weekly","No Information Found!"
"2021 CHEVROLET EQUINOX LT 1.5","$29,888","43,700 km"," ","1-888-802-3504","$207 Bi-Weekly","No Information Found!"
"2011 TOYOTA YARIS 4DR SDN","$12,985","108,952 km"," ","1-888-802-3504","$175 Bi-Weekly","No Information Found!"
